,categories,title,rating,price,review_count,name,city,state
9193,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9194,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9195,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9196,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9197,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9198,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9199,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9200,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9201,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9202,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9203,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9204,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9205,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9206,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9207,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9208,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9209,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9210,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9211,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9212,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9213,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9214,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9215,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9216,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9217,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9218,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9219,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9220,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9221,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9222,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9223,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9224,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9225,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9226,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9227,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9228,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9229,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9230,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9231,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9232,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9233,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9234,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9235,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9236,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9237,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9238,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9239,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9240,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9241,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9242,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9243,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9244,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9245,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9246,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9247,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9248,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9249,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9250,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9251,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9252,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9253,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9254,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9255,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9256,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9257,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9258,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9259,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9260,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9261,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9262,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9263,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9264,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9265,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9266,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9267,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9268,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9269,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9270,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9271,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9272,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9273,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9274,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9275,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9276,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9277,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9278,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9279,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9280,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9281,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9282,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9283,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9284,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9285,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9286,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9287,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9288,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9289,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9290,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9291,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9292,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9293,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9294,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9295,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9296,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9297,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9298,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9299,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9300,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9301,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9302,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9303,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9304,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9305,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9306,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9307,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9308,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9309,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9310,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9311,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9312,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9313,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9314,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9315,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9316,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9317,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9318,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9319,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9320,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9321,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9322,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9323,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9324,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9325,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9326,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9327,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9328,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9329,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9330,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9331,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9332,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9333,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9334,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9335,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9336,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9337,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9338,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9339,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9340,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9341,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9342,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9343,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9344,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9345,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9346,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9347,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9348,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9349,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9350,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9351,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9352,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9353,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9354,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9355,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9356,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9357,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9358,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9359,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9360,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9361,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9362,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9363,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9364,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9365,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9366,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9367,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9368,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9369,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9370,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9371,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9372,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9373,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9374,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9375,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9376,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9377,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9378,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9379,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9380,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9381,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9382,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9383,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9384,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9385,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9386,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9387,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9388,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9389,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9390,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9391,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9392,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9393,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9394,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9395,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9396,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9397,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9398,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9399,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9400,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9401,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9402,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9403,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9404,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9405,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9406,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9407,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9408,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9409,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9410,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9411,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9412,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9413,Caribbean,Caribbean,4.0,$$,35,Restaurante Lechonera & Pollo Sabroso,New York,NY
9414,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9415,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9416,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9417,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9418,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9419,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9420,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9421,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9422,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9423,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9424,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9425,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9426,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9427,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9428,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9429,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9430,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9431,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9432,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9433,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9434,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9435,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9436,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9437,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9438,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9439,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9440,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9441,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9442,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9443,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9444,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9445,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9446,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9447,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9448,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9449,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9450,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9451,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9452,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9453,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9454,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9455,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9456,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9457,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9458,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9459,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9460,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9461,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9462,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9463,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9464,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9465,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9466,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9467,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9468,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9469,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9470,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9471,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9472,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9473,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9474,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9475,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9476,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9477,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9478,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9479,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9480,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9481,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9482,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9483,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9484,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9485,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9486,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9487,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9488,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9489,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9490,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9491,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9492,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9493,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9494,Bakeries,Bakeries,4.0,$,91,188 Bakery Cuchifritos,Bronx,NY
9751,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9752,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9753,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9754,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9755,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9756,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9757,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9758,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9759,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9760,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9761,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9762,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9763,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9764,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9765,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9766,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9767,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9768,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9769,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9770,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9771,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9772,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9773,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9774,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9775,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9776,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9777,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9778,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9779,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9780,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
9781,Italian,Italian,4.0,$$$,283,Roberto's,Bronx,NY
